Scenario,Time,Load
74,12:07,452
74,12:08,431
74,12:09,400
74,12:10,435
74,12:11,426
74,12:12,452
74,12:13,466
74,12:14,433
74,12:15,458
74,12:16,487
74,12:17,515
74,12:18,540
74,12:19,570
74,12:20,537
74,12:21,515
74,12:22,521
74,12:23,522
74,12:24,539
74,12:25,561
74,12:26,592
74,12:27,600
74,12:28,585
74,12:29,576
74,12:30,560
74,12:31,559
74,12:32,528
74,12:33,555
74,12:34,543
74,12:35,567
74,12:36,563
74,12:37,583
74,12:38,570
74,12:39,597
74,12:40,584
74,12:41,586
74,12:42,594
74,12:43,587
74,12:44,586
74,12:45,583
74,12:46,590
74,12:47,581
74,12:48,575
74,12:49,558
74,12:50,588
74,12:51,556
74,12:52,538
74,12:53,537
74,12:54,510
74,12:55,519
74,12:56,490
74,12:57,467
74,12:58,463
74,12:59,452
75,12:00,426
75,12:01,425
75,12:02,414
75,12:03,412
75,12:04,446
75,12:05,453
75,12:06,472
75,12:07,477
75,12:08,476
75,12:09,453
75,12:10,457
75,12:11,479
75,12:12,495
75,12:13,477
75,12:14,456
75,12:15,474
75,12:16,481
75,12:17,494
75,12:18,526
75,12:19,556
75,12:20,547
75,12:21,528
75,12:22,503
75,12:23,490
75,12:24,511
75,12:25,546
75,12:26,540
75,12:27,514
75,12:28,480
75,12:29,482
75,12:30,465
75,12:31,440
75,12:32,462
75,12:33,444
75,12:34,466
75,12:35,432
75,12:36,411
75,12:37,376
75,12:38,398
75,12:39,393
75,12:40,402
75,12:41,384
75,12:42,364
75,12:43,381
75,12:44,412
75,12:45,389
75,12:46,410
75,12:47,445
75,12:48,449
75,12:49,435
75,12:50,429
75,12:51,446
75,12:52,448
75,12:53,449
75,12:54,424
75,12:55,435
75,12:56,426
75,12:57,444
75,12:58,413
75,12:59,426
76,12:00,477
76,12:01,497
76,12:02,486
76,12:03,505
76,12:04,497
76,12:05,472
76,12:06,447
76,12:07,455
76,12:08,449
76,12:09,422
76,12:10,418
76,12:11,441
76,12:12,455
76,12:13,437
76,12:14,425
76,12:15,398
76,12:16,428
76,12:17,405
76,12:18,382
76,12:19,359
76,12:20,380
76,12:21,391
76,12:22,400
76,12:23,412
76,12:24,419
76,12:25,396
76,12:26,411
76,12:27,411
76,12:28,380
76,12:29,407
76,12:30,392
76,12:31,402
76,12:32,404
76,12:33,421
76,12:34,422
76,12:35,398
76,12:36,410
76,12:37,442
76,12:38,433
76,12:39,417
76,12:40,413
76,12:41,423
76,12:42,397
76,12:43,403
76,12:44,423
76,12:45,401
76,12:46,436
76,12:47,470
76,12:48,500
76,12:49,523
76,12:50,545
76,12:51,559
76,12:52,531
76,12:53,541
76,12:54,532
76,12:55,541
76,12:56,559
76,12:57,540
76,12:58,538
76,12:59,568
77,12:00,398
77,12:01,422
77,12:02,404
77,12:03,430
77,12:04,412
77,12:05,414
77,12:06,396
77,12:07,373
77,12:08,360
77,12:09,389
77,12:10,400
77,12:11,428
77,12:12,400
77,12:13,425
77,12:14,408
77,12:15,383
77,12:16,355
77,12:17,340
77,12:18,339
77,12:19,311
77,12:20,282
77,12:21,264
77,12:22,262
77,12:23,281
77,12:24,256
77,12:25,254
77,12:26,236
77,12:27,253
77,12:28,268
77,12:29,241
77,12:30,272
77,12:31,287
77,12:32,291
77,12:33,309
77,12:34,323
77,12:35,347
77,12:36,312
77,12:37,334
77,12:38,310
77,12:39,335
77,12:40,344
77,12:41,322
77,12:42,317
77,12:43,293
77,12:44,275
77,12:45,254
77,12:46,270
77,12:47,283
77,12:48,308
77,12:49,297
77,12:50,288
77,12:51,271
77,12:52,288
77,12:53,307
77,12:54,329
77,12:55,310
77,12:56,327
77,12:57,324
77,12:58,307
77,12:59,286
78,12:00,361
78,12:01,362
78,12:02,351
78,12:03,360
78,12:04,355
78,12:05,335
78,12:06,334
78,12:07,327
78,12:08,296
78,12:09,299
78,12:10,310
78,12:11,337
78,12:12,325
78,12:13,305
78,12:14,278
78,12:15,293
78,12:16,278
78,12:17,262
78,12:18,252
78,12:19,270
78,12:20,243
78,12:21,221
78,12:22,233
78,12:23,248
78,12:24,254
78,12:25,240
78,12:26,222
78,12:27,242
78,12:28,244
78,12:29,248
78,12:30,279
78,12:31,271
78,12:32,270
78,12:33,237
78,12:34,269
78,12:35,267
78,12:36,247
78,12:37,255
78,12:38,232
78,12:39,227
78,12:40,224
78,12:41,240
78,12:42,235
78,12:43,223
78,12:44,252
78,12:45,266
78,12:46,286
78,12:47,277
78,12:48,269
78,12:49,237
78,12:50,220
78,12:51,227
78,12:52,229
78,12:53,245
78,12:54,245
78,12:55,239
78,12:56,248
78,12:57,230
78,12:58,244
78,12:59,277
79,12:00,484
79,12:01,515
79,12:02,515
79,12:03,486
79,12:04,458
79,12:05,428
79,12:06,431
79,12:07,401
79,12:08,414
79,12:09,385
79,12:10,395
79,12:11,414
79,12:12,431
79,12:13,446
79,12:14,468
79,12:15,443
79,12:16,437
79,12:17,442
79,12:18,430
79,12:19,453
79,12:20,434
79,12:21,418
79,12:22,383
79,12:23,365
79,12:24,380
79,12:25,352
79,12:26,348
79,12:27,335
79,12:28,303
79,12:29,324
79,12:30,328
79,12:31,344
79,12:32,378
79,12:33,405
79,12:34,394
79,12:35,378
79,12:36,382
79,12:37,410
79,12:38,437
79,12:39,407
79,12:40,427
79,12:41,424
79,12:42,441
79,12:43,439
79,12:44,420
79,12:45,433
79,12:46,443
79,12:47,469
79,12:48,466
79,12:49,479
79,12:50,512
79,12:51,508
79,12:52,478
79,12:53,493
79,12:54,459
79,12:55,444
79,12:56,451
79,12:57,463
79,12:58,435
79,12:59,408
80,12:00,438
80,12:01,436
80,12:02,401
80,12:03,389
80,12:04,357
80,12:05,346
80,12:06,341
80,12:07,327
80,12:08,330
80,12:09,354
80,12:10,349
80,12:11,327
80,12:12,356
80,12:13,322
80,12:14,302
80,12:15,304
80,12:16,284
80,12:17,289
80,12:18,306
80,12:19,285
80,12:20,266
80,12:21,248
80,12:22,243
80,12:23,224
80,12:24,249
80,12:25,244
80,12:26,266
80,12:27,237
80,12:28,261
80,12:29,234
80,12:30,237
80,12:31,249
80,12:32,221
80,12:33,233
80,12:34,247
80,12:35,267
80,12:36,249
80,12:37,265
80,12:38,231
80,12:39,252
80,12:40,259
80,12:41,225
80,12:42,220
80,12:43,232
80,12:44,265
80,12:45,263
80,12:46,257
80,12:47,271
80,12:48,254
80,12:49,236
80,12:50,225
80,12:51,246
80,12:52,237
80,12:53,241
80,12:54,227
80,12:55,262
80,12:56,250
80,12:57,251
80,12:58,241
80,12:59,266
81,12:00,593
81,12:01,576
81,12:02,553
81,12:03,518
81,12:04,545
81,12:05,532
81,12:06,519
81,12:07,546
81,12:08,523
81,12:09,520
81,12:10,543
81,12:11,567
81,12:12,570
81,12:13,588
81,12:14,570
81,12:15,590
81,12:16,567
81,12:17,569
81,12:18,564
81,12:19,553
81,12:20,575
81,12:21,589
81,12:22,586
81,12:23,599
81,12:24,578
81,12:25,581
81,12:26,590
81,12:27,572
81,12:28,581
81,12:29,549
81,12:30,539
81,12:31,505
81,12:32,526
81,12:33,536
81,12:34,508
81,12:35,536
81,12:36,529
81,12:37,546
81,12:38,575
81,12:39,596
81,12:40,576
81,12:41,595
81,12:42,566
81,12:43,541
81,12:44,529
81,12:45,504
81,12:46,473
81,12:47,458
81,12:48,425
81,12:49,413
81,12:50,413
81,12:51,411
81,12:52,441
81,12:53,437
81,12:54,413
81,12:55,400
81,12:56,372
81,12:57,376
81,12:58,398
81,12:59,389
82,12:00,295
82,12:01,273
82,12:02,241
82,12:03,224
82,12:04,258
82,12:05,245
82,12:06,225
82,12:07,253
82,12:08,240
82,12:09,254
82,12:10,279
82,12:11,277
82,12:12,288
82,12:13,302
82,12:14,268
82,12:15,239
82,12:16,253
82,12:17,284
82,12:18,302
82,12:19,292
82,12:20,277
82,12:21,272
82,12:22,237
82,12:23,253
82,12:24,280
82,12:25,266
82,12:26,279
82,12:27,261
82,12:28,272
82,12:29,269
82,12:30,278
82,12:31,255
82,12:32,261
82,12:33,230
82,12:34,229
82,12:35,262
82,12:36,251
82,12:37,264
82,12:38,232
82,12:39,233
82,12:40,254
82,12:41,220
82,12:42,230
82,12:43,233
82,12:44,225
82,12:45,244
82,12:46,221
82,12:47,242
82,12:48,247
82,12:49,230
82,12:50,240
82,12:51,266
82,12:52,233
82,12:53,257
82,12:54,253
82,12:55,235
82,12:56,220
82,12:57,247
82,12:58,236
82,12:59,247
83,12:00,436
83,12:01,448
83,12:02,417
83,12:03,398
83,12:04,396
83,12:05,421
83,12:06,414
83,12:07,385
83,12:08,373
83,12:09,350
83,12:10,378
83,12:11,388
83,12:12,379
83,12:13,392
83,12:14,383
83,12:15,368
83,12:16,389
83,12:17,368
83,12:18,362
83,12:19,353
83,12:20,326
83,12:21,333
83,12:22,313
83,12:23,296
83,12:24,331
83,12:25,353
83,12:26,375
83,12:27,398
83,12:28,394
83,12:29,404
83,12:30,381
83,12:31,363
83,12:32,351
83,12:33,372
83,12:34,339
83,12:35,343
83,12:36,347
83,12:37,362
83,12:38,359
83,12:39,368
83,12:40,335
83,12:41,304
83,12:42,336
83,12:43,305
83,12:44,316
83,12:45,305
83,12:46,283
83,12:47,318
83,12:48,323
83,12:49,338
83,12:50,347
83,12:51,364
83,12:52,337
83,12:53,343
83,12:54,349
83,12:55,365
83,12:56,377
83,12:57,390
83,12:58,418
83,12:59,421
84,12:00,298
84,12:01,265
84,12:02,246
84,12:03,276
84,12:04,247
84,12:05,275
84,12:06,266
84,12:07,238
84,12:08,266
84,12:09,248
84,12:10,261
84,12:11,282
84,12:12,258
84,12:13,270
84,12:14,294
84,12:15,293
84,12:16,287
84,12:17,283
84,12:18,288
84,12:19,300
84,12:20,308
84,12:21,318
84,12:22,288
84,12:23,269
84,12:24,285
84,12:25,294
84,12:26,275
84,12:27,297
84,12:28,308
84,12:29,337
84,12:30,316
84,12:31,282
84,12:32,288
84,12:33,301
84,12:34,296
84,12:35,267
84,12:36,247
84,12:37,243
84,12:38,247
84,12:39,260
84,12:40,293
84,12:41,260
84,12:42,280
84,12:43,258
84,12:44,237
84,12:45,244
84,12:46,234
84,12:47,263
84,12:48,261
84,12:49,278
84,12:50,292
84,12:51,298
84,12:52,285
84,12:53,293
84,12:54,321
84,12:55,287
84,12:56,285
84,12:57,320
84,12:58,304
84,12:59,292
85,12:00,507
85,12:01,472
85,12:02,499
85,12:03,523
85,12:04,531
85,12:05,530
85,12:06,525
85,12:07,547
85,12:08,522
85,12:09,521
85,12:10,493
85,12:11,498
85,12:12,498
85,12:13,530
85,12:14,559
85,12:15,524
85,12:16,520
85,12:17,511
85,12:18,477
85,12:19,479
85,12:20,467
85,12:21,470
85,12:22,460
85,12:23,459
85,12:24,463
85,12:25,482
85,12:26,459
85,12:27,465
85,12:28,454
85,12:29,456
85,12:30,469
85,12:31,491
85,12:32,508
85,12:33,536
85,12:34,541
85,12:35,509
85,12:36,537
85,12:37,564
85,12:38,547
85,12:39,516
85,12:40,535
85,12:41,543
85,12:42,548
85,12:43,580
85,12:44,578
85,12:45,560
85,12:46,529
85,12:47,505
85,12:48,526
85,12:49,530
85,12:50,563
85,12:51,568
85,12:52,573
85,12:53,577
85,12:54,592
85,12:55,567
85,12:56,573
85,12:57,554
85,12:58,547
85,12:59,561
86,12:00,557
86,12:01,540
86,12:02,573
86,12:03,538
86,12:04,550
86,12:05,553
86,12:06,561
86,12:07,557
86,12:08,539
86,12:09,509
86,12:10,524
86,12:11,490
86,12:12,525
86,12:13,554
86,12:14,588
86,12:15,590
86,12:16,558
86,12:17,568
86,12:18,542
86,12:19,561
86,12:20,528
86,12:21,523
86,12:22,489
86,12:23,476
86,12:24,457
86,12:25,452
86,12:26,462
86,12:27,489
86,12:28,493
86,12:29,507
86,12:30,472
86,12:31,486
86,12:32,464
86,12:33,451
86,12:34,424
86,12:35,434
86,12:36,453
86,12:37,435
86,12:38,437
86,12:39,470
86,12:40,480
86,12:41,476
86,12:42,458
86,12:43,426
86,12:44,460
86,12:45,453
86,12:46,419
86,12:47,397
86,12:48,390
86,12:49,401
86,12:50,378
86,12:51,402
86,12:52,402
86,12:53,415
86,12:54,436
86,12:55,456
86,12:56,469
86,12:57,479
86,12:58,472
86,12:59,496
87,12:00,426
87,12:01,417
87,12:02,390
87,12:03,362
87,12:04,395
87,12:05,415
87,12:06,393
87,12:07,380
87,12:08,393
87,12:09,421
87,12:10,419
87,12:11,454
87,12:12,425
87,12:13,436
87,12:14,403
87,12:15,368
87,12:16,373
87,12:17,405
87,12:18,411
87,12:19,395
87,12:20,418
87,12:21,424
87,12:22,398
87,12:23,367
87,12:24,363
87,12:25,385
87,12:26,396
87,12:27,407
87,12:28,425
87,12:29,456
87,12:30,436
87,12:31,408
87,12:32,434
87,12:33,447
87,12:34,482
87,12:35,457
87,12:36,473
87,12:37,490
87,12:38,486
87,12:39,474
87,12:40,483
87,12:41,449
87,12:42,417
87,12:43,438
87,12:44,446
87,12:45,477
87,12:46,512
87,12:47,541
87,12:48,573
87,12:49,558
87,12:50,576
87,12:51,553
87,12:52,555
87,12:53,520
87,12:54,531
87,12:55,502
87,12:56,532
87,12:57,513
87,12:58,512
87,12:59,505
88,12:00,358
88,12:01,341
88,12:02,354
88,12:03,340
88,12:04,341
88,12:05,328
88,12:06,313
88,12:07,336
88,12:08,361
88,12:09,379
88,12:10,356
88,12:11,367
88,12:12,366
88,12:13,370
88,12:14,382
88,12:15,415
88,12:16,416
88,12:17,415
88,12:18,389
88,12:19,406
88,12:20,372
88,12:21,398
88,12:22,392
88,12:23,383
88,12:24,411
88,12:25,393
88,12:26,391
88,12:27,371
88,12:28,357
88,12:29,374
88,12:30,389
88,12:31,421
88,12:32,417
88,12:33,421
88,12:34,455
88,12:35,434
88,12:36,430
88,12:37,427
88,12:38,462
88,12:39,441
88,12:40,440
88,12:41,475
88,12:42,486
88,12:43,456
88,12:44,442
88,12:45,463
88,12:46,445
88,12:47,430
88,12:48,407
88,12:49,438
88,12:50,448
88,12:51,481
88,12:52,488
88,12:53,461
88,12:54,440
88,12:55,429
88,12:56,422
88,12:57,443
88,12:58,473
88,12:59,480
89,12:00,424
89,12:01,392
89,12:02,414
89,12:03,410
89,12:04,426
89,12:05,398
89,12:06,372
89,12:07,349
89,12:08,376
89,12:09,341
89,12:10,316
89,12:11,295
89,12:12,284
89,12:13,312
89,12:14,290
89,12:15,277
89,12:16,245
89,12:17,233
89,12:18,264
89,12:19,245
89,12:20,238
89,12:21,239
89,12:22,243
89,12:23,250
89,12:24,250
89,12:25,236
89,12:26,254
89,12:27,234
89,12:28,236
89,12:29,240
89,12:30,242
89,12:31,251
89,12:32,272
89,12:33,260
89,12:34,241
89,12:35,261
89,12:36,258
89,12:37,255
89,12:38,286
89,12:39,308
89,12:40,286
89,12:41,274
89,12:42,269
89,12:43,276
89,12:44,264
89,12:45,274
89,12:46,262
89,12:47,296
89,12:48,261
89,12:49,276
89,12:50,290
89,12:51,304
89,12:52,273
89,12:53,293
89,12:54,315
89,12:55,313
89,12:56,335
89,12:57,351
89,12:58,376
89,12:59,381
90,12:00,445
90,12:01,416
90,12:02,427
90,12:03,460
90,12:04,492
90,12:05,475
90,12:06,447
90,12:07,473
90,12:08,503
90,12:09,536
90,12:10,559
90,12:11,590
90,12:12,559
90,12:13,552
90,12:14,555
90,12:15,587
90,12:16,578
90,12:17,598
90,12:18,566
90,12:19,539
90,12:20,520
90,12:21,512
90,12:22,524
90,12:23,493
90,12:24,518
90,12:25,522
90,12:26,492
90,12:27,507
90,12:28,490
90,12:29,460
90,12:30,453
90,12:31,455
90,12:32,445
90,12:33,458
90,12:34,465
90,12:35,454
90,12:36,431
90,12:37,425
90,12:38,458
90,12:39,493
90,12:40,526
90,12:41,541
90,12:42,521
90,12:43,500
90,12:44,466
90,12:45,478
90,12:46,461
90,12:47,478
90,12:48,452
90,12:49,486
90,12:50,489
90,12:51,493
90,12:52,472
90,12:53,496
90,12:54,502
90,12:55,514
90,12:56,534
90,12:57,513
90,12:58,529
90,12:59,496
91,12:00,568
91,12:01,600
91,12:02,591
91,12:03,565
91,12:04,530
91,12:05,532
91,12:06,517
91,12:07,528
91,12:08,533
91,12:09,502
91,12:10,515
91,12:11,480
91,12:12,509
91,12:13,476
91,12:14,491
91,12:15,481
91,12:16,499
91,12:17,474
91,12:18,460
91,12:19,468
91,12:20,478
91,12:21,477
91,12:22,486
91,12:23,468
91,12:24,458
91,12:25,447
91,12:26,419
91,12:27,445
91,12:28,461
91,12:29,462
91,12:30,490
91,12:31,513
91,12:32,537
91,12:33,507
91,12:34,538
91,12:35,552
91,12:36,544
91,12:37,509
91,12:38,490
91,12:39,473
91,12:40,450
91,12:41,484
91,12:42,449
91,12:43,461
91,12:44,437
91,12:45,417
91,12:46,405
91,12:47,427
91,12:48,416
91,12:49,394
91,12:50,381
91,12:51,349
91,12:52,321
91,12:53,304
91,12:54,309
91,12:55,279
91,12:56,262
91,12:57,242
91,12:58,243
91,12:59,229
92,12:00,297
92,12:01,322
92,12:02,310
92,12:03,298
92,12:04,267
92,12:05,277
92,12:06,297
92,12:07,320
92,12:08,308
92,12:09,295
92,12:10,272
92,12:11,264
92,12:12,281
92,12:13,259
92,12:14,270
92,12:15,258
92,12:16,267
92,12:17,265
92,12:18,250
92,12:19,275
92,12:20,275
92,12:21,268
92,12:22,263
92,12:23,249
92,12:24,261
92,12:25,236
92,12:26,227
92,12:27,252
92,12:28,268
92,12:29,303
92,12:30,330
92,12:31,314
92,12:32,303
92,12:33,336
92,12:34,334
92,12:35,322
92,12:36,306
92,12:37,308
92,12:38,278
92,12:39,279
92,12:40,245
92,12:41,260
92,12:42,246
92,12:43,254
92,12:44,284
92,12:45,252
92,12:46,224
92,12:47,243
92,12:48,265
92,12:49,264
92,12:50,256
92,12:51,259
92,12:52,252
92,12:53,266
92,12:54,242
92,12:55,274
92,12:56,287
92,12:57,303
92,12:58,277
92,12:59,286
93,12:00,369
93,12:01,352
93,12:02,355
93,12:03,381
93,12:04,415
93,12:05,407
93,12:06,422
93,12:07,401
93,12:08,412
93,12:09,415
93,12:10,400
93,12:11,413
93,12:12,391
93,12:13,381
93,12:14,404
93,12:15,382
93,12:16,381
93,12:17,415
93,12:18,414
93,12:19,431
93,12:20,411
93,12:21,384
93,12:22,372
93,12:23,338
93,12:24,332
93,12:25,299
93,12:26,311
93,12:27,303
93,12:28,329
93,12:29,357
93,12:30,335
93,12:31,321
93,12:32,338
93,12:33,367
93,12:34,392
93,12:35,422
93,12:36,445
93,12:37,426
93,12:38,434
93,12:39,463
93,12:40,463
93,12:41,437
93,12:42,414
93,12:43,447
93,12:44,473
93,12:45,448
93,12:46,462
93,12:47,431
93,12:48,443
93,12:49,467
93,12:50,476
93,12:51,446
93,12:52,468
93,12:53,485
93,12:54,494
93,12:55,460
93,12:56,429
93,12:57,405
93,12:58,411
93,12:59,424
94,12:00,300
94,12:01,268
94,12:02,233
94,12:03,248
94,12:04,221
94,12:05,248
94,12:06,276
94,12:07,285
94,12:08,257
94,12:09,268
94,12:10,282
94,12:11,274
94,12:12,302
94,12:13,289
94,12:14,273
94,12:15,304
94,12:16,296
94,12:17,319
94,12:18,340
94,12:19,348
94,12:20,354
94,12:21,370
94,12:22,349
94,12:23,329
94,12:24,348
94,12:25,321
94,12:26,301
94,12:27,324
94,12:28,350
94,12:29,384
94,12:30,373
94,12:31,357
94,12:32,343
94,12:33,332
94,12:34,365
94,12:35,376
94,12:36,411
94,12:37,414
94,12:38,388
94,12:39,372
94,12:40,337
94,12:41,313
94,12:42,280
94,12:43,268
94,12:44,298
94,12:45,296
94,12:46,271
94,12:47,247
94,12:48,274
94,12:49,263
94,12:50,249
94,12:51,271
94,12:52,275
94,12:53,292
94,12:54,309
94,12:55,316
94,12:56,330
94,12:57,336
94,12:58,342
94,12:59,368
95,12:00,463
95,12:01,490
95,12:02,464
95,12:03,463
95,12:04,438
95,12:05,449
95,12:06,484
95,12:07,490
95,12:08,490
95,12:09,518
95,12:10,514
95,12:11,525
95,12:12,534
95,12:13,500
95,12:14,529
95,12:15,499
95,12:16,470
95,12:17,447
95,12:18,463
95,12:19,431
95,12:20,448
95,12:21,453
95,12:22,445
95,12:23,412
95,12:24,412
95,12:25,403
95,12:26,438
95,12:27,468
95,12:28,434
95,12:29,420
95,12:30,436
95,12:31,417
95,12:32,430
95,12:33,440
95,12:34,451
95,12:35,441
95,12:36,428
95,12:37,409
95,12:38,379
95,12:39,356
95,12:40,389
95,12:41,372
95,12:42,349
95,12:43,324
95,12:44,350
95,12:45,324
95,12:46,298
95,12:47,300
95,12:48,303
95,12:49,299
95,12:50,304
95,12:51,274
95,12:52,285
95,12:53,257
95,12:54,240
95,12:55,271
95,12:56,249
95,12:57,256
95,12:58,250
95,12:59,259
96,12:00,334
96,12:01,300
96,12:02,292
96,12:03,291
96,12:04,309
96,12:05,315
96,12:06,311
96,12:07,341
96,12:08,310
96,12:09,303
96,12:10,307
96,12:11,336
96,12:12,339
96,12:13,371
96,12:14,339
96,12:15,320
96,12:16,324
96,12:17,336
96,12:18,312
96,12:19,325
96,12:20,345
96,12:21,311
96,12:22,329
96,12:23,361
96,12:24,375
96,12:25,369
96,12:26,366
96,12:27,365
96,12:28,376
96,12:29,355
96,12:30,366
96,12:31,366
96,12:32,344
96,12:33,315
96,12:34,303
96,12:35,318
96,12:36,326
96,12:37,346
96,12:38,314
96,12:39,325
96,12:40,316
96,12:41,293
96,12:42,291
96,12:43,294
96,12:44,275
96,12:45,270
96,12:46,300
96,12:47,334
96,12:48,360
96,12:49,332
96,12:50,314
96,12:51,316
96,12:52,336
96,12:53,321
96,12:54,295
96,12:55,309
96,12:56,302
96,12:57,329
96,12:58,312
96,12:59,328
97,12:00,269
97,12:01,291
97,12:02,267
97,12:03,284
97,12:04,302
97,12:05,288
97,12:06,304
97,12:07,318
97,12:08,325
97,12:09,343
97,12:10,348
97,12:11,345
97,12:12,379
97,12:13,368
97,12:14,365
97,12:15,355
97,12:16,320
97,12:17,338
97,12:18,356
97,12:19,346
97,12:20,339
97,12:21,322
97,12:22,350
97,12:23,361
97,12:24,383
97,12:25,403
97,12:26,425
97,12:27,392
97,12:28,415
97,12:29,442
97,12:30,453
97,12:31,485
97,12:32,482
97,12:33,466
97,12:34,498
97,12:35,472
97,12:36,464
97,12:37,496
97,12:38,475
97,12:39,462
97,12:40,458
97,12:41,489
97,12:42,517
97,12:43,515
97,12:44,530
97,12:45,497
97,12:46,477
97,12:47,484
97,12:48,484
97,12:49,483
97,12:50,483
97,12:51,457
97,12:52,468
97,12:53,495
97,12:54,485
97,12:55,477
97,12:56,471
97,12:57,459
97,12:58,449
97,12:59,460
98,12:00,417
98,12:01,405
98,12:02,396
98,12:03,431
98,12:04,457
98,12:05,434
98,12:06,400
98,12:07,383
98,12:08,363
98,12:09,392
98,12:10,397
98,12:11,367
98,12:12,341
98,12:13,336
98,12:14,343
98,12:15,361
98,12:16,372
98,12:17,379
98,12:18,344
98,12:19,324
98,12:20,305
98,12:21,273
98,12:22,280
98,12:23,259
98,12:24,276
98,12:25,279
98,12:26,283
98,12:27,260
98,12:28,229
98,12:29,230
98,12:30,231
98,12:31,221
98,12:32,242
98,12:33,225
98,12:34,240
98,12:35,228
98,12:36,242
98,12:37,240
98,12:38,242
98,12:39,249
98,12:40,274
98,12:41,302
98,12:42,318
98,12:43,299
98,12:44,302
98,12:45,320
98,12:46,328
98,12:47,305
98,12:48,328
98,12:49,357
98,12:50,328
98,12:51,298
98,12:52,278
98,12:53,272
98,12:54,251
98,12:55,247
98,12:56,265
98,12:57,248
98,12:58,236
98,12:59,253
99,12:00,341
99,12:01,329
99,12:02,330
99,12:03,330
99,12:04,310
99,12:05,298
99,12:06,327
99,12:07,306
99,12:08,294
99,12:09,314
99,12:10,300
99,12:11,327
99,12:12,326
99,12:13,349
99,12:14,337
99,12:15,356
99,12:16,353
99,12:17,360
99,12:18,355
99,12:19,381
99,12:20,379
99,12:21,383
99,12:22,368
99,12:23,373
99,12:24,379
99,12:25,364
99,12:26,331
99,12:27,302
99,12:28,324
99,12:29,297
99,12:30,277
99,12:31,284
99,12:32,280
99,12:33,280
99,12:34,273
99,12:35,276
99,12:36,284
99,12:37,311
99,12:38,318
99,12:39,320
99,12:40,298
99,12:41,312
99,12:42,280
99,12:43,283
99,12:44,297
99,12:45,308
99,12:46,318
99,12:47,325
99,12:48,343
99,12:49,324
99,12:50,319
99,12:51,285
99,12:52,250
99,12:53,227
99,12:54,220
99,12:55,232
99,12:56,262
99,12:57,265
99,12:58,287
99,12:59,308
100,12:00,337
100,12:01,310
100,12:02,322
100,12:03,325
100,12:04,340
100,12:05,321
100,12:06,330
100,12:07,327
100,12:08,314
100,12:09,298
100,12:10,307
100,12:11,288
100,12:12,263
100,12:13,291
100,12:14,257
100,12:15,266
100,12:16,291
100,12:17,312
100,12:18,340
100,12:19,353
100,12:20,384
100,12:21,374
100,12:22,407
100,12:23,413
100,12:24,381
100,12:25,373
100,12:26,380
100,12:27,408
100,12:28,380
100,12:29,362
100,12:30,392
100,12:31,407
100,12:32,415
100,12:33,411
100,12:34,405
100,12:35,379
100,12:36,400
100,12:37,400
100,12:38,399
100,12:39,425
100,12:40,459
100,12:41,440
100,12:42,442
100,12:43,421
100,12:44,395
100,12:45,402
100,12:46,395
100,12:47,414
100,12:48,426
100,12:49,461
100,12:50,442
100,12:51,433
100,12:52,405
100,12:53,394
100,12:54,374
100,12:55,400
100,12:56,424
100,12:57,420
100,12:58,402
100,12:59,416
101,12:00,296
101,12:01,315
101,12:02,286
101,12:03,319
101,12:04,307
101,12:05,298
101,12:06,318
101,12:07,297
101,12:08,266
101,12:09,274
101,12:10,296
101,12:11,329
101,12:12,357
101,12:13,330
101,12:14,319
101,12:15,333
101,12:16,329
101,12:17,362
101,12:18,347
101,12:19,330
101,12:20,298
101,12:21,303
101,12:22,306
101,12:23,323
101,12:24,301
101,12:25,274
101,12:26,309
101,12:27,342
101,12:28,377
101,12:29,344
101,12:30,373
101,12:31,384
101,12:32,375
101,12:33,340
101,12:34,336
101,12:35,358
101,12:36,333
101,12:37,337
101,12:38,364
101,12:39,370
101,12:40,371
101,12:41,400
101,12:42,382
101,12:43,360
101,12:44,390
101,12:45,415
101,12:46,441
101,12:47,411
101,12:48,382
101,12:49,386
101,12:50,361
101,12:51,349
101,12:52,355
101,12:53,349
101,12:54,361
101,12:55,352
101,12:56,321
101,12:57,298
101,12:58,304
101,12:59,296
102,12:00,381
102,12:01,374
102,12:02,362
102,12:03,376
102,12:04,385
102,12:05,386
102,12:06,354
102,12:07,369
102,12:08,382
102,12:09,390
102,12:10,359
102,12:11,375
102,12:12,389
102,12:13,396
102,12:14,429
102,12:15,404
102,12:16,396
102,12:17,431
102,12:18,427
102,12:19,449
102,12:20,444
102,12:21,433
102,12:22,451
102,12:23,419
102,12:24,441
102,12:25,475
102,12:26,501
102,12:27,525
102,12:28,506
102,12:29,516
102,12:30,525
102,12:31,499
102,12:32,500
102,12:33,474
102,12:34,491
102,12:35,502
102,12:36,530
102,12:37,538
102,12:38,526
102,12:39,506
102,12:40,508
102,12:41,481
102,12:42,450
102,12:43,463
102,12:44,462
102,12:45,444
102,12:46,423
102,12:47,406
102,12:48,427
102,12:49,410
102,12:50,435
102,12:51,457
102,12:52,475
102,12:53,474
102,12:54,471
102,12:55,501
102,12:56,526
102,12:57,499
102,12:58,529
102,12:59,521
103,12:00,387
103,12:01,380
103,12:02,373
103,12:03,373
103,12:04,340
103,12:05,334
103,12:06,331
103,12:07,336
103,12:08,304
103,12:09,339
103,12:10,356
103,12:11,328
103,12:12,347
103,12:13,329
103,12:14,319
